cve_entidad,nom_entidad,cve_municipio,nom_municipio,edad_primer_union,num_hijos,nivel_escolaridad,estado_civil_id,estado_civil_desc,estrato_socioeconomico,pareja_trabaja_id,pareja_trabaja_desc,ingreso_pareja,dinero_propio_id,dinero_propio_desc,apoyo_gobierno_id,apoyo_gobierno_desc,tiene_ahorros_id,tiene_ahorros_desc,propietaria_vivienda_id,propietaria_vivienda_desc,sufrio_violencia_pareja,factor_expansion,anio_encuesta,ingreso_pareja_imputado
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,4,1,Sí,10000.0,1,Sí,2,No,2,No,1,Sí,0,113.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,4,2,No,,2,No,1,Sí,2,No,1,Sí,1,113.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,13.0,3.0,B2,4,Viuda,4,2,No,,2,No,1,Sí,2,No,2,No,0,227.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,4,1,Sí,8500.0,1,Sí,2,No,1,Sí,1,Sí,0,113.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,20.0,3.0,B1,2,Separada,2,1,Sí,400.0,1,Sí,2,No,2,No,1,Sí,1,155.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,10.0,3.0,B2,4,Viuda,2,1,Sí,1000.0,1,Sí,1,Sí,2,No,1,Sí,0,78.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,5.0,4.0,B1,2,Separada,2,1,Sí,1000.0,1,Sí,2,No,2,No,1,Sí,0,78.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,B2,4,Viuda,2,2,No,,2,No,2,No,2,No,1,Sí,1,78.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,1,Sí,1,Sí,2,No,2,No,1,89.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,1,Sí,1,Sí,1,Sí,1,Sí,0,178.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,5800.0,1,Sí,2,No,2,No,2,No,0,266.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,4,2,No,,2,No,2,No,2,No,2,No,0,201.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,10.0,3.0,B1,2,Separada,3,1,Sí,1200.0,1,Sí,2,No,2,No,2,No,1,89.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,0.0,3.0,B2,4,Viuda,3,2,No,,1,Sí,1,Sí,2,No,1,Sí,0,89.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,1,Sí,1,Sí,1,Sí,1,Sí,0,89.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,1,Sí,2,No,2,No,1,Sí,0,89.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,1,Sí,1000.0,1,Sí,2,No,2,No,2,No,0,89.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,13.0,3.0,B2,4,Viuda,3,2,No,,2,No,2,No,2,No,1,Sí,0,253.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,32.0,3.0,B2,4,Viuda,3,2,No,,2,No,2,No,2,No,1,Sí,0,169.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,3,1,Sí,1000.0,2,No,1,Sí,2,No,2,No,1,84.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,2500.0,1,Sí,2,No,2,No,2,No,1,84.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,1,Sí,2,No,2,No,1,Sí,0,84.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,2,No,,2,No,2,No,2,No,1,Sí,0,87.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,1.0,1.0,B1,2,Separada,3,2,No,,1,Sí,2,No,2,No,1,Sí,0,347.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,8.0,3.0,B2,4,Viuda,3,1,Sí,2930.0,1,Sí,2,No,2,No,1,Sí,0,87.0,2021,true
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,3,1,Sí,2500.0,1,Sí,2,No,2,No,2,No,0,87.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,3,1,Sí,1200.0,1,Sí,2,No,2,No,1,Sí,0,174.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,3,2,No,,2,No,2,No,1,Sí,1,Sí,0,254.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,2,No,,2,No,2,No,2,No,1,Sí,0,85.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,1,Sí,2,No,1,Sí,1,Sí,0,85.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,1,Sí,4800.0,1,Sí,2,No,2,No,1,Sí,0,85.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,2000.0,1,Sí,2,No,2,No,2,No,0,94.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,10000.0,2,No,2,No,2,No,2,No,0,94.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,3,2,No,,2,No,2,No,2,No,2,No,0,282.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,2,No,2,No,2,No,1,Sí,0,188.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,2,1,Sí,4000.0,2,No,2,No,2,No,2,No,0,248.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,2,2,No,,1,Sí,1,Sí,1,Sí,2,No,0,83.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,2,No,,2,No,2,No,2,No,2,No,0,289.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,3200.0,1,Sí,2,No,2,No,2,No,1,193.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,3,1,Sí,10000.0,1,Sí,2,No,2,No,1,Sí,0,96.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,3,2,No,,1,Sí,1,Sí,2,No,2,No,0,193.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,2,No,,1,Sí,2,No,2,No,1,Sí,1,308.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,1800.0,1,Sí,2,No,2,No,2,No,1,103.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,1,Sí,10000.0,1,Sí,2,No,2,No,2,No,0,205.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,18000.0,1,Sí,2,No,2,No,1,Sí,0,205.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,2,1,Sí,3000.0,1,Sí,2,No,2,No,2,No,1,282.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,2,1,Sí,30000.0,1,Sí,2,No,2,No,1,Sí,0,141.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,0.0,4.0,B1,2,Separada,2,1,Sí,1500.0,1,Sí,2,No,2,No,2,No,1,70.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,4.0,A1,5,Casada,2,2,No,,1,Sí,2,No,1,Sí,1,Sí,0,70.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,4,1,Sí,5000.0,1,Sí,2,No,1,Sí,1,Sí,0,225.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,4,2,No,,1,Sí,2,No,2,No,2,No,1,112.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,2,1,Sí,1200.0,1,Sí,2,No,2,No,1,Sí,1,79.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,2,2,No,,2,No,1,Sí,2,No,1,Sí,0,158.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,2,1,Sí,8000.0,2,No,2,No,2,No,1,Sí,0,237.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,2,2,No,,2,No,2,No,2,No,2,No,0,184.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,2,2,No,,1,Sí,1,Sí,2,No,2,No,0,92.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,2,2,No,,2,No,2,No,2,No,2,No,0,92.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,2,2,No,,2,No,2,No,2,No,1,Sí,1,173.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,2,1,Sí,8000.0,1,Sí,2,No,2,No,2,No,1,87.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,2,1,Sí,750.0,2,No,2,No,2,No,2,No,0,87.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,2,2,No,,1,Sí,2,No,2,No,1,Sí,1,79.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,2,1,Sí,1500.0,1,Sí,2,No,2,No,1,Sí,0,393.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,2,2,No,,2,No,2,No,2,No,1,Sí,0,157.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,25.0,1.0,B1,6,Soltera,2,1,Sí,1000.0,1,Sí,2,No,2,No,2,No,0,79.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,2,1,Sí,0.0,2,No,2,No,2,No,1,Sí,0,250.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,3,Divorciada,2,2,No,,2,No,2,No,2,No,2,No,0,83.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,2,2,No,,2,No,2,No,2,No,2,No,0,83.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,5.0,3.0,B1,3,Divorciada,2,1,Sí,1000.0,2,No,2,No,2,No,2,No,1,208.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,5.0,1.0,B1,2,Separada,2,2,No,,1,Sí,2,No,2,No,2,No,0,69.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,19.0,3.0,B1,3,Divorciada,2,2,No,,2,No,2,No,2,No,2,No,0,139.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,1.0,1.0,B1,2,Separada,2,1,Sí,1400.0,1,Sí,2,No,2,No,2,No,1,139.0,2021,true
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,2,2,No,,1,Sí,2,No,2,No,2,No,0,139.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,19.0,3.0,B2,4,Viuda,2,2,No,,1,Sí,2,No,2,No,1,Sí,0,85.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,2,2,No,,2,No,2,No,2,No,1,Sí,0,170.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,2,2,No,,2,No,2,No,2,No,1,Sí,0,170.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,11.0,3.0,A2,5,Casada,2,1,Sí,8000.0,1,Sí,2,No,1,Sí,1,Sí,0,170.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,4.0,A1,5,Casada,2,1,Sí,950.0,2,No,2,No,2,No,2,No,0,85.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,3,2,No,,2,No,2,No,2,No,1,Sí,0,172.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,1,Sí,1,Sí,2,No,1,Sí,0,86.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,3,1,Sí,1300.0,2,No,2,No,2,No,2,No,1,345.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,0.0,1.0,B1,6,Soltera,3,1,Sí,1200.0,1,Sí,2,No,2,No,2,No,1,267.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,7.0,3.0,B2,4,Viuda,3,2,No,,1,Sí,2,No,2,No,1,Sí,0,89.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,2,2,No,,2,No,2,No,2,No,2,No,0,74.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,2,1,Sí,5000.0,1,Sí,2,No,2,No,2,No,0,74.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,2,2,No,,1,Sí,2,No,1,Sí,1,Sí,0,74.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,2,1,Sí,800.0,2,No,2,No,2,No,2,No,1,74.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,32.0,4.0,B2,4,Viuda,2,1,Sí,1400.0,1,Sí,1,Sí,2,No,1,Sí,0,85.0,2021,true
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,2,1,Sí,5000.0,1,Sí,2,No,2,No,1,Sí,0,85.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,2,1,Sí,2000.0,1,Sí,2,No,2,No,1,Sí,0,171.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,2,1,Sí,150.0,2,No,2,No,2,No,2,No,0,171.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,2,1,Sí,3000.0,1,Sí,2,No,2,No,2,No,0,85.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,2,2,No,,1,Sí,2,No,2,No,2,No,1,151.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,1.0,4.0,B1,3,Divorciada,2,1,Sí,1400.0,2,No,2,No,2,No,2,No,0,151.0,2021,true
1,AGUASCALIENTES,1,AGUASCALIENTES,40.0,3.0,B2,4,Viuda,2,2,No,,2,No,1,Sí,2,No,2,No,0,75.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,7.0,3.0,B2,4,Viuda,2,2,No,,2,No,2,No,2,No,2,No,0,75.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,2,1,Sí,12000.0,1,Sí,2,No,1,Sí,1,Sí,1,75.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,2,2,No,,2,No,2,No,2,No,1,Sí,0,128.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,2,1,Sí,8800.0,1,Sí,2,No,2,No,2,No,0,64.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,2,1,Sí,4800.0,1,Sí,2,No,2,No,2,No,0,128.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,2,2,No,,1,Sí,2,No,2,No,2,No,0,128.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,1.0,1.0,B1,6,Soltera,2,1,Sí,1400.0,2,No,2,No,2,No,2,No,1,143.0,2021,true
1,AGUASCALIENTES,1,AGUASCALIENTES,6.0,3.0,B2,4,Viuda,2,2,No,,1,Sí,1,Sí,1,Sí,2,No,0,143.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,2,1,Sí,9000.0,1,Sí,2,No,2,No,1,Sí,0,214.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,20.0,3.0,B2,4,Viuda,2,2,No,,2,No,2,No,2,No,2,No,0,71.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,2,2,No,,1,Sí,1,Sí,2,No,2,No,0,143.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,3,1,Sí,0.0,2,No,1,Sí,2,No,1,Sí,0,403.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,4.0,A1,5,Casada,3,2,No,,2,No,2,No,1,Sí,1,Sí,1,242.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,25.0,3.0,B2,4,Viuda,3,2,No,,1,Sí,2,No,2,No,1,Sí,1,81.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,4.0,A1,5,Casada,3,1,Sí,5000.0,1,Sí,2,No,2,No,2,No,0,77.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,1,Sí,2,No,2,No,1,Sí,0,72.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,1.0,3.0,B2,4,Viuda,3,1,Sí,4000.0,1,Sí,2,No,2,No,1,Sí,0,143.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,1,Sí,0.0,2,No,2,No,2,No,1,Sí,0,143.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,5000.0,1,Sí,2,No,2,No,1,Sí,1,143.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,2,No,2,No,2,No,2,No,0,148.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,3,1,Sí,7200.0,2,No,2,No,2,No,2,No,0,74.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,2,No,2,No,2,No,1,Sí,0,74.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,2,No,,1,Sí,1,Sí,2,No,2,No,0,77.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,3,2,No,,1,Sí,2,No,2,No,1,Sí,0,77.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,5000.0,1,Sí,2,No,2,No,1,Sí,0,230.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,3.0,3.0,A2,5,Casada,3,2,No,,1,Sí,2,No,2,No,1,Sí,0,77.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,1.0,3.0,B2,4,Viuda,3,2,No,,1,Sí,2,No,2,No,1,Sí,0,84.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,15000.0,1,Sí,2,No,2,No,1,Sí,0,168.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,4.0,A1,5,Casada,3,2,No,,1,Sí,2,No,2,No,1,Sí,0,168.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,1,Sí,1400.0,1,Sí,2,No,2,No,1,Sí,0,185.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,1,Sí,2000.0,1,Sí,2,No,2,No,1,Sí,1,92.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,12.0,3.0,B1,3,Divorciada,3,1,Sí,1000.0,2,No,2,No,2,No,2,No,1,92.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,7.0,3.0,B2,4,Viuda,3,1,Sí,700.0,1,Sí,2,No,1,Sí,1,Sí,0,277.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,4000.0,2,No,2,No,2,No,1,Sí,0,232.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,2200.0,1,Sí,2,No,1,Sí,1,Sí,0,155.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,1,Sí,2000.0,1,Sí,2,No,2,No,1,Sí,0,155.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,20000.0,1,Sí,2,No,1,Sí,1,Sí,0,106.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,4,Viuda,3,1,Sí,15000.0,1,Sí,2,No,2,No,1,Sí,0,106.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,3,2,No,,2,No,2,No,2,No,1,Sí,0,106.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,3,2,No,,1,Sí,1,Sí,2,No,2,No,0,73.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,14000.0,2,No,2,No,2,No,2,No,0,146.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,1,Sí,5000.0,1,Sí,2,No,1,Sí,1,Sí,0,73.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,17.0,3.0,B2,4,Viuda,3,1,Sí,4000.0,2,No,2,No,2,No,1,Sí,0,73.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,3,2,No,,2,No,2,No,2,No,2,No,0,99.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,3700.0,1,Sí,2,No,2,No,2,No,0,99.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,3,2,No,,1,Sí,2,No,2,No,1,Sí,0,99.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,2,No,1,Sí,2,No,2,No,0,99.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,1,Sí,2,No,1,Sí,1,Sí,0,199.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,17.0,3.0,B2,4,Viuda,3,1,Sí,810.0,1,Sí,1,Sí,2,No,1,Sí,1,70.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,3,1,Sí,5000.0,1,Sí,2,No,2,No,2,No,0,70.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,8000.0,1,Sí,2,No,1,Sí,2,No,1,70.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,3,1,Sí,7500.0,1,Sí,2,No,2,No,2,No,0,70.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,3700.0,1,Sí,2,No,2,No,2,No,0,140.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,2,No,,2,No,2,No,2,No,1,Sí,0,148.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,1,Sí,1200.0,1,Sí,2,No,2,No,1,Sí,0,74.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,3,2,No,,1,Sí,2,No,2,No,1,Sí,0,148.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,1,Sí,2,No,2,No,2,No,0,222.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,1,Unión libre,3,1,Sí,6000.0,2,No,2,No,2,No,2,No,0,74.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,11.0,3.0,B2,4,Viuda,3,2,No,,1,Sí,1,Sí,1,Sí,2,No,1,197.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,7.0,3.0,B2,4,Viuda,3,2,No,,1,Sí,2,No,2,No,1,Sí,1,99.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,1,Sí,8000.0,1,Sí,2,No,2,No,1,Sí,1,296.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,1,Sí,2,No,1,Sí,1,Sí,1,76.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,1,Sí,2400.0,1,Sí,2,No,2,No,2,No,1,229.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,1,Sí,15000.0,1,Sí,2,No,1,Sí,1,Sí,0,76.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,1,Sí,6000.0,1,Sí,2,No,2,No,1,Sí,0,75.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,2,No,2,No,2,No,2,No,1,224.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,1,Sí,1,Sí,2,No,1,Sí,0,75.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,8000.0,1,Sí,2,No,2,No,1,Sí,1,224.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,2,No,,1,Sí,2,No,2,No,2,No,0,224.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,1,Sí,1500.0,1,Sí,2,No,2,No,2,No,1,91.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,1.0,A1,6,Soltera,3,1,Sí,2000.0,1,Sí,2,No,2,No,2,No,0,91.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C2,6,Soltera,3,1,Sí,600.0,2,No,2,No,2,No,1,Sí,0,91.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,,C1,6,Soltera,3,2,No,,2,No,2,No,2,No,1,Sí,0,91.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,1,Sí,2,No,1,Sí,1,Sí,1,98.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,2,No,,1,Sí,1,Sí,2,No,1,Sí,0,98.0,2021,false
1,AGUASCALIENTES,1,AGUASCALIENTES,,3.0,A1,5,Casada,3,1,Sí,2930.0,1,Sí,2,No,1,Sí,1,Sí,0,98.0,2021,true
